,,,,,,,,,
,,,,,,Ramisetty Kavya,,,
,,,,,,,,,
,Tutorial,,,,1,D V N Siva Kumar,S,1,
,,,,,,,,,
,,,,,2,D V N Siva Kumar,Th,1,
,,,,,,,,,
CS F214,LOGIC IN COMPUTER SC,3,-,3,1,RAMASWAMY VENKATAKR,M W F,2,
,,,,,,,,,
,Tutorial,,,,1,Ramaswamy Venkatakrishna,S,1,
,,,,,,,,,
,,,,,,Srijanee Mookherji,,,
,,,,,,,,,
,,,,,2,Tathagat Ray,S,1,
,,,,,,,,,
,,,,,,Chillara Anil Kumar,,,
,,,,,,,,,
,,,,,3,Tathagat Ray,Th,9,
,,,,,,,,,
,,,,,,Srijanee Mookherji,,,
,,,,,,,,,
CS F215,DIGITAL DESIGN,3,1,4,1,SANJAY VIDHYADHARAN,T Th S,5,
,,,,,,,,,
,,,,,2,Ankur Bhattacharjee,T Th S,5,
,,,,,,,,,
,Practical,,,,1,Sanjay Vidhyadharan,M,7 8,
,,,,,,,,,
,,,,,,E Prasanth Kumar,,,
,,,,,,,,,
,,,,,,Mary Vallankanni Manik,,,
,,,,,,,,,
,,,,,2,Sanjay Vidhyadharan,W,7 8,
,,,,,,,,,
,,,,,,E Prasanth Kumar,,,
,,,,,,,,,
,,,,,,Mary Vallankanni Manik,,,
,,,,,,,,,
,,,,,3,Ankur Bhattacharjee,F,7 8,
,,,,,,,,,
,,,,,,P Joshna,,,
,,,,,,,,,
,,,,,4,Ankur Bhattacharjee,S,2 3,
,,,,,,,,,
,,,,,,P Joshna,,,
,,,,,,,,,
,,,,,5,BVVSN Prabhakar Rao,T,2 3,
,,,,,,,,,
,,,,,,Sravankumar Vittapu,,,
,,,,,,,,,
,,,,,6,S K Sahoo,Th,2 3,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,Sravankumar Vittapu,,,
,,,,,,,,,
,,,,,7,Soumya J,Th,7 8,
,,,,,,,,,
,,,,,,Nawin Ra,,,
,,,,,,,,,
,,,,,,Prakash Palasram R,,,
,,,,,,,,,
,,,,,8,S K Chatterjee,Th,7 8,
,,,,,,,,,
,,,,,,Nawin Ra,,,
,,,,,,,,,
,,,,,,Prakash Palasram R,,,
,,,,,,,,,
,,,,,9,Amit  Kumar Panda,M,7 8,
,,,,,,,,,
,,,,,,Samala Jagadheesh,,,
,,,,,,,,,
,,,,,10,Amit  Kumar Panda,W,7 8,
,,,,,,,,,
,,,,,,Samala Jagadheesh,,,
,,,,,,,,,
,,,,,11,Sayan Kanungo,T,7 8,
,,,,,,,,,
,,,,,,R Venkata Sravya,,,
,,,,,,,,,
,,,,,12,Souvik Kundu,F,7 8,
,,,,,,,,,
,,,,,,R Venkata Sravya,,,
,,,,,,,,,
,,,,,13,Souvik Kundu,Th,2 3,
,,,,,,,,,
,,,,,,Naveen Bokka,,,
,,,,,,,,,
,,,,,14,Syed Ershad Ahmed,T,7 8,
,,,,,,,,,
,,,,,,Naveen Bokka,,,
,,,,,,,,,
,,,,,15,Harish Vijay Dixit,S,2 3,
,,,,,,,,,
,,,,,,Priyalatha. P,,,
,,,,,,,,,
,,,,,16,Amit Ranjan Azad,T,2 3,
,,,,,,,,,
,,,,,,Priyalatha. P,,,
,,,,,,,,,
,Tutorial,,,,1,Sanjay Vidhyadharan,T,1,
,,,,,,,,,
,,,,,2,Sanjay Vidhyadharan,Th,1,
,,,,,,,,,
,,,,,3,Ankur Bhattacharjee,T,1,
,,,,,,,,,
,,,,,4,Ankur Bhattacharjee,Th,1,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,5,Karumbaiah Chappanda Nan,T,1,
,,,,,,,,,
,,,,,6,Karumbaiah Chappanda Nan,Th,1,
,,,,,,,,,
,,,,,7,Soumya J,T,1,
,,,,,,,,,
,,,,,8,Surya Shankar Dan,Th,1,
,,,,,,,,,
CS F222,DISCR STRUC FOR COMP SCI,3,-,3,1,MANJANNA B,T Th S,4,
,,,,,,,,,
,Tutorial,,,,1,Mrityunjay Singh,Th,9,
,,,,,,,,,
,,,,,,TO BE ANNOUNCED,,,
,,,,,,,,,
,,,,,2,Ramaswamy Venkatakrishna,T,1,
,,,,,,,,,
,,,,,,Rajita BSAS,,,
,,,,,,,,,
,,,,,3,Ramaswamy Venkatakrishna,Th,9,
,,,,,,,,,
,,,,,4,Manjanna B,Th,9,
,,,,,,,,,
,,,,,,S Vishwanath Reddy,,,
,,,,,,,,,
CS F266,STUDY PROJECT,-,-,3,1,JABEZ J CHRISTOPHER,,,
,,,,,,,,,
CS F301,PRINCIPLES OF PROGG LANG,2,-,2,1,R GURURAJ,M W,4,
,,,,,,,,,
,Tutorial,,,,1,R Gururaj,M,1,
,,,,,,,,,
,,,,,,Praturi Venkata Krishna Dee,,,
,,,,,,,,,
,,,,,2,Jabez J Christopher,W,1,
,,,,,,,,,
,,,,,,Praturi Venkata Krishna Dee,,,
,,,,,,,,,
,,,,,3,Jabez J Christopher,M,1,
,,,,,,,,,
,,,,,,Gourish Goudar,,,
,,,,,,,,,
CS F320,FOUNDATIONS OF DATA SCIENCE,3,-,3,1,NL BHANUMURTHY,M W F,2,
,,,,,,,,,
,,,,,,Mohita Ghildiyal,,,
,,,,,,,,,
CS F342,COMPUTER ARCHITECTURE,3,1,4,1,SUVADIP BATABYAL,M W F,9,
,,,,,,,,,
,Practical,,,,1,Gourish Goudar,T,8 9,
,,,,,,,,,
,,,,,,Pattiwar Shravan Kumar,,,
,,,,,,,,,
,,,,,2,Rajib Ranjan Maiti,M,6 7,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,Gourish Goudar,,,
,,,,,,,,,
,,,,,3,Nikumani Choudhary,W,6 7,
,,,,,,,,,
,,,,,,Chillara Anil Kumar,,,
,,,,,,,,,
,,,,,4,Nikumani Choudhary,F,6 7,
,,,,,,,,,
,,,,,,Chillara Anil Kumar,,,
,,,,,,,,,
,,,,,5,Nikumani Choudhary,Th,8 9,
,,,,,,,,,
,,,,,,Pattiwar Shravan Kumar,,,
,,,,,,,,,
,Tutorial,,,,1,Suvadip Batabyal,F,1,
,,,,,,,,,
,,,,,2,Nikumani Choudhary,F,1,
,,,,,,,,,
,,,,,3,Rajib Ranjan Maiti,F,1,
,,,,,,,,,
CS F351,THEORY OF COMPUTATION,3,-,3,1,R GURURAJ,T Th S,2,
,,,,,,,,,
,Tutorial,,,,1,R Gururaj,W,1,
,,,,,,,,,
,,,,,2,Manjanna B,W,1,
,,,,,,,,,
,,,,,,Rashmi Sahay,,,
,,,,,,,,,
,,,,,3,Manjanna B,M,1,
,,,,,,,,,
,,,,,,Rashmi Sahay,,,
,,,,,,,,,
CS F366,LABORATORY PROJECT,-,-,3,1,JABEZ J CHRISTOPHER,,,
,,,,,,,,,
CS F367,LABORATORY PROJECT,-,-,3,1,JABEZ J CHRISTOPHER,,,
,,,,,,,,,
CS F372,OPERATING SYSTEMS,3,-,3,1,G GEETHAKUMARI,M W F,8,
,,,,,,,,,
,Tutorial,,,,1,DipanJan Chakraborty,T,7,
,,,,,,,,,
,,,,,2,Paresh Saxena,W,6,
,,,,,,,,,
,,,,,,Priyanka Rushikesh Chaudh,,,
,,,,,,,,,
,,,,,3,DipanJan Chakraborty,F,6,
,,,,,,,,,
,,,,,4,DipanJan Chakraborty,M,6,
,,,,,,,,,
CS F376,DESIGN PROJECT,-,-,3,1,JABEZ J CHRISTOPHER,,,
,,,,,,,,,
CS F377,DESIGN PROJECT,-,-,3,1,JABEZ J CHRISTOPHER,,,
,,,,,,,,,
CS F402,COMPUTATIONAL GEOMETRY,3,-,3,1,TATHAGAT RAY,T Th S,4,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
CS F407,ARTIFICIAL INTELLIGENCE,3,-,3,1,JABEZ J CHRISTOPHER,T Th S,5,
,,,,,,,,,
,,,,,,Mandan Naresh,,,
,,,,,,,,,
CS F441,SEL TOPICS FROM COMP SC,3,-,3,1,NL BHANUMURTHY,T Th S,4,
,,,,,,,,,
,,,,,,Ramisetty Kavya,,,
,,,,,,,,,
CS F469,INFORMATION RETRIEVAL,3,-,3,1,ARUNA MALAPATI,T Th S,3,
,,,,,,,,,
,,,,,,Srijanee Mookherji,,,
,,,,,,,,,
CS G525,ADV COMPUTER NETWORKS,3,2,5,1,PARESH SAXENA,M W F,4,
,,,,,,,,,
,Practical,,,,,Paresh Saxena,M W,8 9,
,,,,,,,,,
,,,,,,Pattiwar Shravan Kumar,,,
,,,,,,,,,
CS G526,ADV ALGORITHMS & COMPLEXITY,3,2,5,1,APURBA DAS,T Th S,2,
,,,,,,,,,
,Practical,,,,,Apurba Das,M W,2 3,
,,,,,,,,,
,,,,,,S Vishwanath Reddy,,,
,,,,,,,,,
CS G527,CLOUD COMPUTING,-,-,5,1,SUBHRAKANTA PANDA,T Th S,3,
,,,,,,,,,
,Practical,,,,,Subhrakanta Panda,F,8 9,
,,,,,,,,,
,,,,,,Chavali Lalitha,,,
,,,,,,,,,
CS G541,PERVASIVE COMPUTING,-,-,4,1,SUVADIP BATABYAL,M W F,4,
,,,,,,,,,
CS G553,RECONFIGURABLE COMPUTING,-,-,5,1,CHETAN KUMAR V,M W F,7,
,,,,,,,,,
,Practical,,,,,Chetan Kumar V,M W,10 11,
,,,,,,,,,
,,,,,,Simhadri Hariprasad,,,
,,,,,,,,,
CS G554,DISTRIBUTED DATA SYSTEMS,3,2,5,1,MANIK GUPTA,M W F,5,
,,,,,,,,,
,Practical,,,,,Manik Gupta,M W,8 9,
,,,,,,,,,
CS G623,ADVANCED OPERAT SYSTEMS,3,2,5,1,G GEETHAKUMARI,M W F,5,
,,,,,,,,,
,Practical,,,,,G Geethakumari,T Th,8 9,
,,,,,,,,,
,,,,,,K V V S Pravallika,,,
,,,,,,,,,
DE G522,DESIGN PROJECTS,3,2,5,1,PIYUSH CHANDRA VERMA,,,
,,,,,,,,,
DE G531,PRODUCT DESIGN,3,2,5,1,NITIN RAMESH K,T Th S,3,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,Practical,,,,,Gauri Rajendra M,T Th,8 9,
,,,,,,,,,
DE G611,DYNAMICS & VIBRATION,3,2,5,1,G R SABAREESH,T Th S,2,
,,,,,,,,,
,Practical,,,,,Hemanth Mithun Praveen,M W,7 8,
,,,,,,,,,
DE G631,MATERIALS TECH AND TESTING,-,-,5,1,PIYUSH CHANDRA VERMA,T Th S,5,
,,,,,,,,,
,Practical,,,,,Ashish Saurabh,T Th,8 9,
,,,,,,,,,
ECE F212,ELECTROMAGNETIC THEO I,3,-,3,1,PK THIRUVIKRAMAN,T Th S,4,
,,,,,,,,,
,,,,,2,Kannan Ramaswamy,T Th S,4,
,,,,,,,,,
,,,,,3,Sarmistha Banik,T Th S,4,
,,,,,,,,,
,,,,,4,Subash N. Karbelkar,T Th S,4,
,,,,,,,,,
,,,,,5,Subrahmanya Bhima Sankar,T Th S,4,
,,,,,,,,,
,Tutorial,,,,1,PK Thiruvikraman,S,1,
,,,,,,,,,
,,,,,2,Kannan Ramaswamy,S,1,
,,,,,,,,,
,,,,,3,Sarmistha Banik,S,1,
,,,,,,,,,
,,,,,4,Subash N. Karbelkar,S,1,
,,,,,,,,,
,,,,,5,Subrahmanya Bhima Sankar,S,1,
,,,,,,,,,
ECE F214,ELECTRONIC DEVICES,3,-,3,1,SAYAN KANUNGO,M W F,2,
,,,,,,,,,
,,,,,,Debapriya Som,,,
,,,,,,,,,
,,,,,2,Souvik Kundu,M W F,2,
,,,,,,,,,
,,,,,,Priyanka B G,,,
,,,,,,,,,
,Tutorial,,,,1,Sayan Kanungo,T,1,
,,,,,,,,,
,,,,,2,Souvik Kundu,T,1,
,,,,,,,,,
,,,,,3,Souvik Kundu,Th,9,
,,,,,,,,,
,,,,,4,Parikshit Parshuram Sahatiy,Th,9,
,,,,,,,,,
ECE F215,DIGITAL DESIGN,3,1,4,1,SANJAY VIDHYADHARAN,T Th S,5,
,,,,,,,,,
,,,,,2,Ankur Bhattacharjee,T Th S,5,
,,,,,,,,,
,Practical,,,,1,Sanjay Vidhyadharan,M,7 8,
,,,,,,,,,
,,,,,,E Prasanth Kumar,,,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,Mary Vallankanni Manik,,,
,,,,,,,,,
,,,,,2,Sanjay Vidhyadharan,W,7 8,
,,,,,,,,,
,,,,,,E Prasanth Kumar,,,
,,,,,,,,,
,,,,,,Mary Vallankanni Manik,,,
,,,,,,,,,
,,,,,3,Ankur Bhattacharjee,F,7 8,
,,,,,,,,,
,,,,,,P Joshna,,,
,,,,,,,,,
,,,,,4,Ankur Bhattacharjee,S,2 3,
,,,,,,,,,
,,,,,,P Joshna,,,
,,,,,,,,,
,,,,,5,BVVSN Prabhakar Rao,T,2 3,
,,,,,,,,,
,,,,,,Sravankumar Vittapu,,,
,,,,,,,,,
,,,,,6,S K Sahoo,Th,2 3,
,,,,,,,,,
,,,,,,Sravankumar Vittapu,,,
,,,,,,,,,
,,,,,7,Soumya J,Th,7 8,
,,,,,,,,,
,,,,,,Nawin Ra,,,
,,,,,,,,,
,,,,,,Prakash Palasram R,,,
,,,,,,,,,
,,,,,8,S K Chatterjee,Th,7 8,
,,,,,,,,,
,,,,,,Nawin Ra,,,
,,,,,,,,,
,,,,,,Prakash Palasram R,,,
,,,,,,,,,
,,,,,9,Amit  Kumar Panda,M,7 8,
,,,,,,,,,
,,,,,,Samala Jagadheesh,,,
,,,,,,,,,
,,,,,10,Amit  Kumar Panda,W,7 8,
,,,,,,,,,
,,,,,,Samala Jagadheesh,,,
,,,,,,,,,
,,,,,11,Sayan Kanungo,T,7 8,
,,,,,,,,,
,,,,,,R Venkata Sravya,,,
,,,,,,,,,
,,,,,12,Souvik Kundu,F,7 8,
,,,,,,,,,
,,,,,,R Venkata Sravya,,,
,,,,,,,,,
,,,,,13,Souvik Kundu,Th,2 3,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,Naveen Bokka,,,
,,,,,,,,,
,,,,,14,Syed Ershad Ahmed,T,7 8,
,,,,,,,,,
,,,,,,Naveen Bokka,,,
,,,,,,,,,
,,,,,15,Harish Vijay Dixit,S,2 3,
,,,,,,,,,
,,,,,,Priyalatha. P,,,
,,,,,,,,,
,,,,,16,Amit Ranjan Azad,T,2 3,
,,,,,,,,,
,,,,,,Priyalatha. P,,,
,,,,,,,,,
,Tutorial,,,,1,Sanjay Vidhyadharan,T,1,
,,,,,,,,,
,,,,,2,Sanjay Vidhyadharan,Th,1,
,,,,,,,,,
,,,,,3,Ankur Bhattacharjee,T,1,
,,,,,,,,,
,,,,,4,Ankur Bhattacharjee,Th,1,
,,,,,,,,,
,,,,,5,Karumbaiah Chappanda Nan,T,1,
,,,,,,,,,
,,,,,6,Karumbaiah Chappanda Nan,Th,1,
,,,,,,,,,
,,,,,7,Soumya J,T,1,
,,,,,,,,,
,,,,,8,Surya Shankar Dan,Th,1,
,,,,,,,,,
ECE F242,CONTROL SYSTEMS,3,-,3,1,ALIVELU MANGA PARIMI,M W F,4,
,,,,,,,,,
,,,,,,P Shambhu Prasad,,,
,,,,,,,,,
,,,,,2,Mithun Mondal,M W F,4,
,,,,,,,,,
,,,,,,Gopal Krishna Kamath M,,,
,,,,,,,,,
,,,,,,Renuka Loka,,,
,,,,,,,,,
,Tutorial,,,,1,Alivelu Manga Parimi,W,1,
,,,,,,,,,
,,,,,2,Alivelu Manga Parimi,Th,9,
,,,,,,,,,
,,,,,3,Alivelu Manga Parimi,Th,1,
,,,,,,,,,
,,,,,4,Gopal Krishna Kamath M,W,1,
,,,,,,,,,
ECE F243,SIGNALS & SYSTEMS,3,-,3,1,BVVSN PRABHAKAR RAO,M W F,3,
,,,,,,,,,
,,,,,,Manoj Samal,,,
,,,,,,,,,
,,,,,2,Pratyush Chakraborty,M W F,3,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,Ramakant,,,
,,,,,,,,,
,,,,,,Sarda Sharma,,,
,,,,,,,,,
,Tutorial,,,,1,BVVSN Prabhakar Rao,W,1,
,,,,,,,,,
,,,,,2,BVVSN Prabhakar Rao,Th,9,
,,,,,,,,,
,,,,,3,Pratyush Chakraborty,W,1,
,,,,,,,,,
,,,,,4,Ramakant,Th,1,
,,,,,,,,,
ECE F266,STUDY PROJECT,-,-,3,1,STP SRINIVAS,,,
,,,,,,,,,
ECE F314,EM FILEDS & MICRO ENGG,3,-,3,1,HARISH VIJAY DIXIT,M W F,9,
,,,,,,,,,
,Tutorial,,,,1,Harish Vijay Dixit,M,1,
,,,,,,,,,
,,,,,,G Jayeshkumar Pintubhai,,,
,,,,,,,,,
,,,,,2,Harish Vijay Dixit,W,1,
,,,,,,,,,
,,,,,,G Jayeshkumar Pintubhai,,,
,,,,,,,,,
ECE F341,ANALOG ELECTRONICS,3,1,4,1,PONNALAGU R N,T Th S,3,
,,,,,,,,,
,Practical,,,,,Ponnalagu R N,M,6 7,
,,,,,,,,,
,Tutorial,,,,,Ponnalagu R N,T,1,
,,,,,,,,,
ECE F343,COMMUNICATION NETWORKS,3,-,3,1,S K SAHOO,M W F,4,
,,,,,,,,,
,,,,,,Mrunali Dnyaneshwar Wagh,,,
,,,,,,,,,
,Tutorial,,,,1,S K Sahoo,M,1,
,,,,,,,,,
,,,,,2,S K Sahoo,F,1,
,,,,,,,,,
ECE F344,INFO THEORY & CODING,3,-,3,1,AMIT RANJAN AZAD,M W F,8,
,,,,,,,,,
,,,,,,V Sarath Sankar,,,
,,,,,,,,,
,Tutorial,,,,1,Amit Ranjan Azad,F,1,
,,,,,,,,,
,,,,,2,Amit Ranjan Azad,W,1,
,,,,,,,,,
ECE F366,LABORATORY PROJECT,-,-,3,1,PARIKSHIT PARSHURAM S,,,
,,,,,,,,,
ECE F367,LABORATORY PROJECT,-,-,3,1,PARIKSHIT PARSHURAM S,,,
,,,,,,,,,
ECE F376,DESIGN PROJECT,-,-,3,1,KARUMBAIAH CHAPPANDA,,,
,,,,,,,,,
ECE F377,DESIGN PROJECT,-,-,3,1,KARUMBAIAH CHAPPANDA,,,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
ECON F211,PRINCIPLES OF ECONOMICS,3,-,3,1,RISHI KUMAR,M W F,9,
,,,,,,,,,
,,,,,,Bincy George,,,
,,,,,,,,,
,,,,,2,Dushyant Kumar,T Th S,4,
,,,,,,,,,
,,,,,,Keerti Mallela,,,
,,,,,,,,,
,,,,,3,Archana Srivastava,M W F,9,
,,,,,,,,,
,,,,,4,Sudatta Banerjee,M W F,9,
,,,,,,,,,
,,,,,5,Mini Thomas,M W F,9,
,,,,,,,,,
,Tutorial,,,,1,Rishi Kumar,W,1,
,,,,,,,,,
,,,,,2,Dushyant Kumar,S,1,
,,,,,,,,,
,,,,,3,Archana Srivastava,W,1,
,,,,,,,,,
,,,,,4,Sudatta Banerjee,W,1,
,,,,,,,,,
,,,,,5,Mini Thomas,W,1,
,,,,,,,,,
ECON F212,FUNDA OF FIN AND ACCOUNT,3,-,3,1,NIRANJAN SWAIN,M W F,3,
,,,,,,,,,
,,,,,,Aaishwarya Narayanan,,,
,,,,,,,,,
,,,,,2,T Nagaraju,M W F,3,
,,,,,,,,,
ECON F213,MATHEMATIC & STAT METHOD,3,-,3,1,BHEEMESHWAR REDDY A,M W F,2,
,,,,,,,,,
,,,,,,Dushyant Kumar,,,
,,,,,,,,,
,,,,,,Prakash Kumar Shukla,,,
,,,,,,,,,
,Tutorial,,,,,Bheemeshwar Reddy A,Th,1,
,,,,,,,,,
,,,,,,Dushyant Kumar,,,
,,,,,,,,,
ECON F214,ECONOMIC ENV OF BUSINESS,3,-,3,1,BHEEMESHWAR REDDY A,T Th S,5,
,,,,,,,,,
,,,,,,Athary Janiso,,,
,,,,,,,,,
,Tutorial,,,,,Bheemeshwar Reddy A,T,1,
,,,,,,,,,
ECON F241,ECONOMETRIC METHODS,3,-,3,1,RISHI KUMAR,M W F,3,
,,,,,,,,,
ECON F266,STUDY PROJECT,-,-,3,1,SWATI ALOK,,,
,,,,,,,,,
ECON F311,INTERNATIONAL ECONOMICS,3,-,3,1,MINI THOMAS,M W F,4,
,,,,,,,,,
,,,,,,Ummuhabeeba Chaliyan,,,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,Tutorial,,,,,Mini Thomas,T,9,
,,,,,,,,,
ECON F312,MONEY BANKING & FIN MARKETS,3,-,3,1,SUNNY KUMAR SINGH,M W F,5,
,,,,,,,,,
,,,,,,Salva.K,,,
,,,,,,,,,
,Tutorial,,,,,Sunny Kumar Singh,Th,8,
,,,,,,,,,
ECON F313,ISSUES IN ECONOMIC DEV,3,-,3,1,DURGESH C PATHAK,M W F,9,
,,,,,,,,,
,Tutorial,,,,,Durgesh C Pathak,T,8,
,,,,,,,,,
ECON F315,FINANCIAL MANAGEMENT,3,-,3,1,NIRANJAN SWAIN,T Th S,5,
,,,,,,,,,
ECON F345,BEHAVIORAL ECONOMICS,3,-,3,1,DUSHYANT KUMAR,M W F,7,
,,,,,,,,,
,,,,,,Bheemeshwar Reddy A,,,
,,,,,,,,,
ECON F354,DERIVATIVES & RISK MGMT,3,-,3,1,T NAGARAJU,T Th S,4,
,,,,,,,,,
,,,,,,Shreya Lahiri,,,
,,,,,,,,,
,,,,,2,Shreya Biswas,T Th S,4,
,,,,,,,,,
ECON F355,BUSS ANAL & VALUATION,3,-,3,1,NIVEDITA SINHA,T Th S,3,
,,,,,,,,,
ECON F366,LABORATORY PROJECT,-,-,3,1,SWATI ALOK,,,
,,,,,,,,,
ECON F367,LABORATORY PROJECT,-,-,3,1,SWATI ALOK,,,
,,,,,,,,,
ECON F376,DESIGN PROJECT,-,-,3,1,SWATI ALOK,,,
,,,,,,,,,
ECON F377,DESIGN PROJECT,-,-,3,1,SWATI ALOK,,,
,,,,,,,,,
ECON F411,PROJECT APPRAISAL,3,-,3,1,SUNNY KUMAR SINGH,T Th S,4,
,,,,,,,,,
ECON F412,SECUR ANAL & PORTFOL MGT,3,-,3,1,SHREYA BISWAS,M W F,2,
,,,,,,,,,
,,,,,,Navya Kumar,,,
,,,,,,,,,
ECON F415,NEW VENTURE CREATION,3,-,3,1,R RAGHUNATHAN,,,
,,,,,,,,,
ECON F434,INTERNATIONAL BUSINESS,3,-,3,1,ARCHANA SRIVASTAVA,T Th,6,
,,,,,,,,,
,,,,,,Archana Srivastava,S,5,
,,,,,,,,,
ECON F435,MARKETING RESEARCH,3,-,3,1,C H YAGANTI,M W F,2,
,,,,,,,,,
ECON F471,RESOURCES & ENVIR ECON,3,-,3,1,SUDATTA BANERJEE,M W F,3,
,,,,,,,,,
EEE F111,ELECTRICAL SCIENCES,3,-,3,3,STP Srinivas,M W F,10,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,Sudha Radhika,,,
,,,,,,,,,
,Tutorial,,,,9,STP Srinivas,Th,10,
,,,,,,,,,
,,,,,,Sudha Radhika,,,
,,,,,,,,,
EEE F212,ELECTROMAGNETIC THEO I,3,-,3,1,PK THIRUVIKRAMAN,T Th S,4,
,,,,,,,,,
,,,,,2,Kannan Ramaswamy,T Th S,4,
,,,,,,,,,
,,,,,3,Sarmistha Banik,T Th S,4,
,,,,,,,,,
,,,,,4,Subash N. Karbelkar,T Th S,4,
,,,,,,,,,
,,,,,5,Subrahmanya Bhima Sankar,T Th S,4,
,,,,,,,,,
,Tutorial,,,,1,PK Thiruvikraman,S,1,
,,,,,,,,,
,,,,,2,Kannan Ramaswamy,S,1,
,,,,,,,,,
,,,,,3,Sarmistha Banik,S,1,
,,,,,,,,,
,,,,,4,Subash N. Karbelkar,S,1,
,,,,,,,,,
,,,,,5,Subrahmanya Bhima Sankar,S,1,
,,,,,,,,,
EEE F214,ELECTRONIC DEVICES,3,-,3,1,SAYAN KANUNGO,M W F,2,
,,,,,,,,,
,,,,,,Debapriya Som,,,
,,,,,,,,,
,,,,,2,Souvik Kundu,M W F,2,
,,,,,,,,,
,,,,,,Priyanka B G,,,
,,,,,,,,,
,Tutorial,,,,1,Sayan Kanungo,T,1,
,,,,,,,,,
,,,,,2,Souvik Kundu,T,1,
,,,,,,,,,
,,,,,3,Souvik Kundu,Th,9,
,,,,,,,,,
,,,,,4,Parikshit Parshuram Sahatiy,Th,9,
,,,,,,,,,
EEE F215,DIGITAL DESIGN,3,1,4,1,SANJAY VIDHYADHARAN,T Th S,5,
,,,,,,,,,
,,,,,2,Ankur Bhattacharjee,T Th S,5,
,,,,,,,,,
,Practical,,,,1,Sanjay Vidhyadharan,M,7 8,
,,,,,,,,,
,,,,,,E Prasanth Kumar,,,
,,,,,,,,,
,,,,,,Mary Vallankanni Manik,,,
,,,,,,,,,
,,,,,2,Sanjay Vidhyadharan,W,7 8,
,,,,,,,,,
"COMCOD",COURSE NO.,COURSE TITLE,"CREDITL   P   U","S EC","INSTRUCTOR-IN-CHARGE/Instructor",DAYS,HOURS,Unnamed: 8,Unnamed: 9
,,,,,,,,,
,,,,,,E Prasanth Kumar,,,
,,,,,,,,,
,,,,,,Mary Vallankanni Manik,,,
,,,,,,,,,
,,,,,3,Ankur Bhattacharjee,F,7 8,
,,,,,,,,,
,,,,,,P Joshna,,,
,,,,,,,,,
,,,,,4,Ankur Bhattacharjee,S,2 3,
,,,,,,,,,
,,,,,,P Joshna,,,
,,,,,,,,,
,,,,,5,BVVSN Prabhakar Rao,T,2 3,
,,,,,,,,,
,,,,,,Sravankumar Vittapu,,,
,,,,,,,,,
,,,,,6,S K Sahoo,Th,2 3,
,,,,,,,,,
,,,,,,Sravankumar Vittapu,,,
,,,,,,,,,
,,,,,7,Soumya J,Th,7 8,
,,,,,,,,,
,,,,,,Nawin Ra,,,
,,,,,,,,,
,,,,,,Prakash Palasram R,,,
,,,,,,,,,
,,,,,8,S K Chatterjee,Th,7 8,
,,,,,,,,,
,,,,,,Nawin Ra,,,
,,,,,,,,,
,,,,,,Prakash Palasram R,,,
